Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.12    0.00 18078801/159452605     AVLTree<int, std::less<int> >::remove(int const&, bool, AVLTree<int, std::less<int> >::Node*) [6]
                0.13    0.00 19650851/159452605     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_insert_unique_pos(int const&) [16]
                0.18    0.00 27923023/159452605     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::equal_range(int const&) [12]
                0.24    0.00 36596469/159452605     AVLTree<int, std::less<int> >::insert(int*) [2]
                0.36    0.00 55774051/159452605     AVLTree<int, std::less<int> >::TEqual(int const&, int const&) const [8]
[4]     35.9    1.04    0.00 159452605         std::less<int>::operator()(int const&, int const&) const [4]
-----------------------------------------------
                0.01    0.88 1000000/1000000     main [1]
[5]     30.9    0.01    0.88 1000000         AVLTree<int, std::less<int> >::remove(int const&) [5]
                0.32    0.56 1000000/1000000     AVLTree<int, std::less<int> >::remove(int const&, bool, AVLTree<int, std::less<int> >::Node*) [6]
-----------------------------------------------
                              166374             AVLTree<int, std::less<int> >::remove(int const&, bool, AVLTree<int, std::less<int> >::Node*) [6]
                0.32    0.56 1000000/1000000     AVLTree<int, std::less<int> >::remove(int const&) [5]
[6]     30.6    0.32    0.56 1000000+166374  AVLTree<int, std::less<int> >::remove(int const&, bool, AVLTree<int, std::less<int> >::Node*) [6]
                0.00    0.23  398833/398833      AVLTree<int, std::less<int> >::balanceTreeRemove(AVLTree<int, std::less<int> >::Node*) [17]
                0.03    0.18 18644008/36810323     AVLTree<int, std::less<int> >::TEqual(int const&, int const&) const [8]
                0.12    0.00 18078801/159452605     std::less<int>::operator()(int const&, int const&) const [4]
                0.00    0.00  398833/631920      AVLTree<int, std::less<int> >::Node::~Node() [106]
                              166374             AVLTree<int, std::less<int> >::remove(int const&, bool, AVLTree<int, std::less<int> >::Node*) [6]
-----------------------------------------------
                             39035472             AVLTree<int, std::less<int> >::calculateBalanceFactors(AVLTree<int, std::less<int> >::Node*) [7]
                0.03    0.20 6641767/14105297     AVLTree<int, std::less<int> >::balanceTreeRemove(AVLTree<int, std::less<int> >::Node*) [17]
                0.03    0.22 7463530/14105297     AVLTree<int, std::less<int> >::balanceTreeInsertion(AVLTree<int, std::less<int> >::Node*) [15]
[7]     16.7    0.06    0.42 14105297+39035472 AVLTree<int, std::less<int> >::calculateBalanceFactors(AVLTree<int, std::less<int> >::Node*) [7]
                0.42    0.00 39035472/39035472     AVLTree<int, std::less<int> >::getHeight(AVLTree<int, std::less<int> >::Node*) [9]
                             39035472             AVLTree<int, std::less<int> >::calculateBalanceFactors(AVLTree<int, std::less<int> >::Node*) [7]
-----------------------------------------------
                0.03    0.18 18166315/36810323     AVLTree<int, std::less<int> >::insert(int*) [2]
                0.03    0.18 18644008/36810323     AVLTree<int, std::less<int> >::remove(int const&, bool, AVLTree<int, std::less<int> >::Node*) [6]
[8]     14.7    0.06    0.36 36810323         AVLTree<int, std::less<int> >::TEqual(int const&, int const&) const [8]
                0.36    0.00 55774051/159452605     std::less<int>::operator()(int const&, int const&) const [4]
-----------------------------------------------
                             34696142             AVLTree<int, std::less<int> >::getHeight(AVLTree<int, std::less<int> >::Node*) [9]
                0.42    0.00 39035472/39035472     AVLTree<int, std::less<int> >::calculateBalanceFactors(AVLTree<int, std::less<int> >::Node*) [7]
[9]     14.6    0.42    0.00 39035472+34696142 AVLTree<int, std::less<int> >::getHeight(AVLTree<int, std::less<int> >::Node*) [9]
                             34696142             AVLTree<int, std::less<int> >::getHeight(AVLTree<int, std::less<int> >::Node*) [9]
-----------------------------------------------
                0.00    0.35 1000000/1000000     main [1]
[10]    12.1    0.00    0.35 1000000         std::set<int, std::less<int>, std::allocator<int> >::erase(int const&) [10]
                0.00    0.35 1000000/1000000     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::erase(int const&) [11]
-----------------------------------------------
                0.00    0.35 1000000/1000000     std::set<int, std::less<int>, std::allocator<int> >::erase(int const&) [10]
[11]    12.1    0.00    0.35 1000000         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::erase(int const&) [11]
                0.05    0.27 1000000/1000000     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::equal_range(int const&) [12]
                0.00    0.03 1000000/1000000     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_erase_aux(std::_Rb_tree_const_iterator<int>, std::_Rb_tree_const_iterator<int>) [24]
                0.00    0.00 2000000/2000000     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::size() const [83]
                0.00    0.00 2000000/4000004     std::_Rb_tree_const_iterator<int>::_Rb_tree_const_iterator(std::_Rb_tree_iterator<int> const&) [79]
-----------------------------------------------
                0.05    0.27 1000000/1000000     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::erase(int const&) [11]
[12]    11.0    0.05    0.27 1000000         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::equal_range(int const&) [12]
                0.18    0.00 27923023/159452605     std::less<int>::operator()(int const&, int const&) const [4]
                0.02    0.03 27923023/49003284     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_key(std::_Rb_tree_node<int> const*) [18]
                0.01    0.00 9362939/19238184     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_left(std::_Rb_tree_node_base*) [36]
                0.01    0.00 9596465/19634879     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_right(std::_Rb_tree_node_base*) [41]
                0.01    0.00 1000000/2632027     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_end() [42]
                0.00    0.00  399320/399320      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_upper_bound(std::_Rb_tree_node<int>*, std::_Rb_tree_node_base*, int const&) [66]
                0.00    0.00  399320/399320      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_lower_bound(std::_Rb_tree_node<int>*, std::_Rb_tree_node_base*, int const&) [67]
                0.00    0.00 1201360/5500118     std::_Rb_tree_iterator<int>::_Rb_tree_iterator(std::_Rb_tree_node_base*) [60]
                0.00    0.00 1000000/2000001     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_begin() [82]
                0.00    0.00 1000000/1000000     std::pair<std::_Rb_tree_iterator<int>, std::_Rb_tree_iterator<int> >::pair<std::_Rb_tree_iterator<int>, std::_Rb_tree_iterator<int>, true>(std::_Rb_tree_iterator<int>&&, std::_Rb_tree_iterator<int>&&) [88]
-----------------------------------------------
                0.00    0.31 1000000/1000000     main [1]
[13]    10.9    0.00    0.31 1000000         std::set<int, std::less<int>, std::allocator<int> >::insert(int&&) [13]
                0.00    0.31 1000000/1000000     std::pair<std::_Rb_tree_iterator<int>, bool> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_unique<int>(int&&) [14]
                0.00    0.00 1000000/1000000     std::remove_reference<int&>::type&& std::move<int&>(int&) [90]
                0.00    0.00 1000000/1000000     std::pair<std::_Rb_tree_const_iterator<int>, bool>::pair<std::_Rb_tree_iterator<int>&, bool&, true>(std::_Rb_tree_iterator<int>&, bool&) [89]
-----------------------------------------------
                0.00    0.31 1000000/1000000     std::set<int, std::less<int>, std::allocator<int> >::insert(int&&) [13]
[14]    10.9    0.00    0.31 1000000         std::pair<std::_Rb_tree_iterator<int>, bool> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_unique<int>(int&&) [14]
                0.07    0.19 1000000/1000000     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_insert_unique_pos(int const&) [16]
                0.01    0.03  632027/632027      std::_Rb_tree_iterator<int> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_<int, std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, int&&, std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Alloc_node&) [22]
                0.01    0.00 1000000/1000000     std::pair<std::_Rb_tree_iterator<int>, bool>::pair<std::_Rb_tree_iterator<int>, bool, true>(std::_Rb_tree_iterator<int>&&, bool&&) [47]
                0.01    0.00  632027/632027      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Alloc_node::_Alloc_node(std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >&) [48]
                0.00    0.00  367973/5500118     std::_Rb_tree_iterator<int>::_Rb_tree_iterator(std::_Rb_tree_node_base*) [60]
                0.00    0.00 1000000/1632026     std::_Identity<int>::operator()(int&) const [85]
                0.00    0.00  632027/4424189     int&& std::forward<int>(std::remove_reference<int>::type&) [78]
-----------------------------------------------
                0.01    0.27  631919/631919      AVLTree<int, std::less<int> >::insert(int*) [2]
[15]     9.7    0.01    0.27  631919         AVLTree<int, std::less<int> >::balanceTreeInsertion(AVLTree<int, std::less<int> >::Node*) [15]
                0.03    0.22 7463530/14105297     AVLTree<int, std::less<int> >::calculateBalanceFactors(AVLTree<int, std::less<int> >::Node*) [7]
                0.00    0.02  293963/293963      AVLTree<int, std::less<int> >::Rotate(bool, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*) [40]
-----------------------------------------------
                0.07    0.19 1000000/1000000     std::pair<std::_Rb_tree_iterator<int>, bool> std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_insert_unique<int>(int&&) [14]
[16]     9.0    0.07    0.19 1000000         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_insert_unique_pos(int const&) [16]
                0.13    0.00 19650851/159452605     std::less<int>::operator()(int const&, int const&) const [4]
                0.02    0.02 18650861/49003284     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_key(std::_Rb_tree_node<int> const*) [18]
                0.01    0.00 9244152/19238184     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_left(std::_Rb_tree_node_base*) [36]
                0.01    0.00 9406709/19634879     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_right(std::_Rb_tree_node_base*) [41]
                0.01    0.00 1000000/2632027     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_end() [42]
                0.00    0.00  999990/1632016     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_S_key(std::_Rb_tree_node_base const*) [68]
                0.00    0.00 1000000/5500118     std::_Rb_tree_iterator<int>::_Rb_tree_iterator(std::_Rb_tree_node_base*) [60]
                0.00    0.00  500114/1500114     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::begin() [69]
                0.00    0.00 1000000/2000001     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_begin() [82]
                0.00    0.00  632027/632027      std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<int>*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<int>*&, std::_Rb_tree_node_base*&) [103]
                0.00    0.00  500114/500114      std::_Rb_tree_iterator<int>::operator==(std::_Rb_tree_iterator<int> const&) const [107]
                0.00    0.00  500104/500104      std::_Rb_tree_iterator<int>::operator--() [108]
                0.00    0.00  367973/367973      std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node_base*&, std::_Rb_tree_node_base* const&) [116]
-----------------------------------------------
                0.00    0.23  398833/398833      AVLTree<int, std::less<int> >::remove(int const&, bool, AVLTree<int, std::less<int> >::Node*) [6]
[17]     8.0    0.00    0.23  398833         AVLTree<int, std::less<int> >::balanceTreeRemove(AVLTree<int, std::less<int> >::Node*) [17]
                0.03    0.20 6641767/14105297     AVLTree<int, std::less<int> >::calculateBalanceFactors(AVLTree<int, std::less<int> >::Node*) [7]
                0.00    0.00   21087/94362       AVLTree<int, std::less<int> >::RotateLR(bool, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*) [58]
                0.00    0.00   15367/89088       AVLTree<int, std::less<int> >::RotateRL(bool, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*) [59]
                0.00    0.00   31513/105212      AVLTree<int, std::less<int> >::RotateLL(bool, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*) [118]
                0.00    0.00   23643/96911       AVLTree<int, std::less<int> >::RotateRR(bool, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*, AVLTree<int, std::less<int> >::Node*) [119]
-----------------------------------------------
                0.00    0.00  398386/49003284     std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_upper_bound(std::_Rb_tree_node<int>*, std::_Rb_tree_node_base*, int const&) [66]
